user_id,subject_id,authority,citizenship
5797fb8c-e522-4fe6-8d7f-3185aa39e002,K12.ELA,0.9565661633379791,0.9374207292333607
92b08ecd-cf5b-413a-bb87-55842db87fca,K12.ELA,0.9056749049851028,0.9058521187320755
6e326082-8849-4419-8fa2-294166fae1ba,K12.ELA,0.8763523944758638,0.9001208511250396
98b0e9b0-6d37-4ccb-94ae-ac61a4e27cc7,K12.ELA,0.899272594950677,0.8796469819734192
e0d3480d-c6e2-41f6-98e3-c79dbec89386,K12.ELA,0.9229754172385441,0.9624670964109238
3f64778f-2bb6-42e7-a8bc-5aa55c039b2e,K12.ELA,0.9343690885153573,0.948176274933396
f4e83284-2df5-4dd2-85e2-a67c88ce5fca,K12.ELA,0.9376645334987486,0.9381445571915107
dbc0b8d8-97ca-4edd-80c3-4cf8a8363ebd,K12.ELA,0.872056870034851,0.9187647758099071
160dd26e-5c83-4ec6-896e-1a80d0321fa0,K12.ELA,0.909324221544714,0.9372786231138844
6be6f983-7657-4e7e-80bb-0f2efb7a17c0,K12.ELA,0.888377927551788,0.9367786095838492
a5e9570b-5ce1-4e15-94cb-333456a6c879,K12.ELA,0.875439206179684,0.8844322004089145
097232ce-35b6-4d5c-ba8e-0e0c19ae3b4d,K12.ELA,0.929408989596266,0.9380256212223189
42cc6706-c80f-4f4a-b899-172415c1d6a1,K12.ELA,0.9223858739466431,0.9092659381187309
dcc0b224-f59a-48f5-a236-6e0ed1bc3002,K12.ELA,0.9067390992152553,0.8720587450124975
14457596-9393-4025-90d1-904a276a08c5,K12.ELA,0.8512318393708271,0.9217340839147397
4c7e6d67-8c75-4ca3-875f-1fc2393e4044,K12.ELA,0.9060042216047267,0.897613647433711
c7239aaa-2308-4bb1-80c2-92b7d5521655,K12.ELA,0.9208794430253413,0.9136034538895096
5d49366e-f534-4922-85b9-7b4da2ca60d0,K12.ELA,0.8997911143820425,0.9062015899447683
cf92c9eb-a6dc-4c6e-af7e-7898b1b1b22d,K12.ELA,0.9047327924412548,0.9252403084575209
dfd24b67-d526-48a4-8d32-ef1d6be980e0,K12.ELA,0.897663183504033,0.9437280408319292
e61f986f-8dce-479d-9a7c-9a6608a52f84,K12.ELA,0.967889269003554,0.9237173309499641
7cb1845c-b45c-424a-8f3d-679c3e85301e,K12.ELA,0.8844772338342148,0.9280196174378802
a8655407-c057-4c43-86aa-b8bcaca7b418,K12.ELA,0.890280880547135,0.9137425981286016
90cd01e8-cef0-4791-bbdc-928de9afec47,K12.ELA,0.9114149875439527,0.9052863103587084
ff4f5078-93f7-4b81-9758-d301ce5c1e2a,K12.ELA,0.8988950574582742,0.9072599556845528
730de74c-439d-4c6a-8cf5-473e6cfc0a5c,K12.ELA,0.8766573273296078,0.935604849957722
a875da21-3f2c-4439-b415-aaf17af664e7,K12.ELA,0.9268335127697069,0.8892200953545579
53b4abe4-5517-4c51-8127-23d54e934373,K12.ELA,0.921290867925117,0.914589480188746
cbc46b0f-3dda-4242-b1f8-a1c450ca5864,K12.ELA,0.9169012784990648,0.8949156786502052
30863836-d820-4f2f-b3f1-1ef133be26be,K12.ELA,0.8925802790042102,0.9377841373900284
ebcbfabe-f150-45b1-82ab-8252b266919a,K12.ELA,0.8844798467991198,0.9122501712638588
00c94868-ceb3-4170-b379-b96665d1fb4a,K12.ELA,0.8972510713054122,0.922417716973085
06c6db98-4942-4531-8e3e-650f0cfb9db6,K12.ELA,0.9282405258419827,0.9352572964994014
00b9fc1b-90c3-479d-9f89-e5e335f3cf6b,K12.ELA,0.9197290079186627,0.9651945288183751
814997f2-dd3b-41d4-9f95-98f338610fba,K12.ELA,0.9268740959594273,0.9217403150468412
5647c6ba-6ede-418e-85c9-a7c512682d69,K12.ELA,0.9110980997099128,0.91497745057924
478ef1aa-0715-47c7-b2ea-d0f38545d1ea,K12.ELA,0.9169467075677769,0.9173700853779725
1e23cf7a-762a-48c8-9582-0f55bba49977,K12.ELA,0.9309501947539636,0.924158745898646
4b6e5574-0c08-47be-b3fb-8e9a267cb317,K12.ELA,0.940520359318028,0.9397770394542624
ab261aa7-804b-428c-a67e-372a1a4ce193,K12.ELA,0.9453854231321488,0.9189396443901453
30ee2837-0584-48f6-94d1-9458ed1588a0,K12.ELA,0.8546574106300482,0.9444433412807051
fb247ae3-b49b-4eeb-9047-39b52739494d,K12.ELA,0.8879919862133837,0.904962959112909
cc249287-3716-4be7-8843-e818d9131aa7,K12.ELA,0.8668255788069519,0.9447914618142706
85ac2af1-f1fa-4367-9e32-0f783f685832,K12.ELA,0.8620398783799265,0.9001150985353767
816511a1-d7cb-4480-a0df-cdb3b8bc806e,K12.ELA,0.9325742329297896,0.9234444097780539
f97576cf-7dda-46e7-94a6-1a4fd843b7b1,K12.ELA,0.8859422313548532,0.9510734272027929
b92e94b5-c7e8-4dc1-9ffe-6b4c4424a495,K12.ELA,0.9204531054530984,0.9163595811953476
467501de-2a99-4bc6-9ed3-a00f5b07a851,K12.ELA,0.9255800955873077,0.950399195079067
f14ef9d2-d26a-4c1f-be66-ccd365499301,K12.ELA,0.88025288444747,0.9088206494492318
068ea639-6a71-409d-a903-c0ccfd7fe94f,K12.ELA,0.917297536201461,0.8471208458927101
39d683b9-9bca-4c33-a2a2-abd2253b796b,K12.ELA,0.8885355419897802,0.883786279178803
b7694ee4-5b82-45bd-a345-f42c042daef9,K12.ELA,0.8963988128318235,0.9365918997720001
eb939cac-0946-49b4-a985-f39960554d58,K12.ELA,0.889357345965587,0.8970146374748023
60a3c010-33d2-4ac2-93cd-12d261908642,K12.ELA,0.9374861003607942,0.9241085929564451
215ce229-37fe-4b51-b0a8-3a9e8ed8abaf,K12.ELA,0.9089110890372023,0.9165502080684682
073d071b-1781-48c0-8462-10c65f17e3c6,K12.ELA,0.8617609601717022,0.9139115807233558
0d25a4d9-a500-4feb-a7c4-a19f5c057558,K12.ELA,0.9289863625226599,0.8901769421919354
a8742123-fb15-436a-bd8b-24b3b67bb81f,K12.ELA,0.9110169361403974,0.8974488299512646
5b2f6b4b-37a8-43c4-a0a3-db8d13af03f8,K12.ELA,0.9465405098369509,0.9142865440472508
a543b6c8-6813-4e11-b8f5-67bcac8a745a,K12.ELA,0.8971493497400554,0.9566500221767683
359ba311-53c5-4783-acd9-969e77c2ff36,K12.ELA,0.9267059532434222,0.9146522567266583
0dbe9398-b5ff-46ed-8426-e6f77fb9970b,K12.ELA,0.9294506767357235,0.9409839095238555
